Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000109900000000510,96491001,"R$ 7.115,13","R$ 7.278,77",22,"29,7524 %",KEKO ACESSORIOS S.A,43191091215046000183550010000964911671865604
00000000109900000000510,96492001,"R$ 4.382,28","R$ 4.483,07",22,"29,7532 %",MASA DISTRIBUIDORA DE AUTO PECAS LTDA,43191091215046000183550010000964921910117546
00000000109900000000510,96498001,"R$ 2.043,42","R$ 2.090,42",22,"29,7550 %",MGN INDUSTRIA METALURGICA LTDA,43191091215046000183550010000964981444699860
00000000109900000000510,96498002,"R$ 2.021,45","R$ 2.089,79",32,"29,9308 %",MGN INDUSTRIA METALURGICA LTDA,43191091215046000183550010000964981444699860
00000000109900000000510,96498003,"R$ 2.000,10","R$ 2.089,79",43,"29,3145 %",MGN INDUSTRIA METALURGICA LTDA,43191091215046000183550010000964981444699860
00000000109900000000510,96504001,"R$ 1.565,62","R$ 1.599,40",20,"30,8613 %",COVIDRO COMERCIO DE VIDROS E ACESSORIOS,43191091215046000183550010000965041694297882
00000000109900000000510,96504002,"R$ 1.013,18","R$ 1.045,22",29,"31,0671 %",COVIDRO COMERCIO DE VIDROS E ACESSORIOS,43191091215046000183550010000965041694297882
00000000109900000000510,96512001,"R$ 2.516,13","R$ 2.574,00",22,"29,7535 %",ARC COMERCIO DE AUTO PECAS LTDA.,43191091215046000183550010000965121157402832
00000000109900000000510,96512002,"R$ 2.489,83","R$ 2.574,00",32,"29,9289 %",ARC COMERCIO DE AUTO PECAS LTDA.,43191091215046000183550010000965121157402832
00000000109900000000510,96515001,"R$ 793,19","R$ 810,30",20,"30,8532 %",LIBRELATO S.A. IMPLEMENTOS RODOVIARIOS,43191091215046000183550010000965151553994920
