Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000001500000000486,12959-1,"R$ 2.036,04","R$ 2.095,89",29,"28,6278 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129591379670286
00000000001500000000486,12958-1,"R$ 3.393,40","R$ 3.493,15",29,"28,6278 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129581297971471
00000000001500000000486,12958-2,"R$ 2.936,78","R$ 3.036,70",34,"28,1435 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129581297971471
00000000001500000000486,12957-1,"R$ 3.393,40","R$ 3.493,15",29,"28,6278 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129571699065966
00000000001500000000486,12957-2,"R$ 2.936,78","R$ 3.036,70",34,"28,1435 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129571699065966
00000000001500000000486,12956-1,"R$ 3.368,97","R$ 3.468,01",29,"28,6304 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129561595362428
00000000001500000000486,12956-2,"R$ 2.915,63","R$ 3.014,83",34,"28,1433 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129561595362428
00000000001500000000486,12941-1,"R$ 12.433,96","R$ 12.710,13",22,"28,6123 %",LIBRELATO S.A. IMPLEMENTOS RODOVIARIOS,43190908304710000117550000000129411137699733
00000000001500000000486,12939-1,"R$ 2.266,61","R$ 2.328,78",28,"27,5748 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129391294410210
00000000001500000000486,12939-2,"R$ 1.961,62","R$ 2.024,46",33,"27,2257 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129391294410210
00000000001500000000486,12938-1,"R$ 2.266,61","R$ 2.328,78",28,"27,5748 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129381948497559
00000000001500000000486,12938-2,"R$ 1.961,62","R$ 2.024,46",33,"27,2257 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000129381948497559
