Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000490,126831001,"R$ 1.860,98","R$ 1.899,53",20,"29,4780 %",CENTRAL ACUCAREIRA SANTO ANTONIO S.A.,35190951986958000134550010001268311001028763
00000000002100000000490,126831002,"R$ 1.821,15","R$ 1.899,53",42,"28,7664 %",CENTRAL ACUCAREIRA SANTO ANTONIO S.A.,35190951986958000134550010001268311001028763
00000000002100000000490,126831003,"R$ 1.782,59","R$ 1.899,52",63,"28,9346 %",CENTRAL ACUCAREIRA SANTO ANTONIO S.A.,35190951986958000134550010001268311001028763
00000000002100000000490,126831004,"R$ 1.087,90","R$ 1.185,76",82,"30,3049 %",CENTRAL ACUCAREIRA SANTO ANTONIO S.A.,35190951986958000134550010001268311001028763
00000000002100000000490,126834001,"R$ 477,74","R$ 490,00",25,"29,0997 %",MULTI TRUCK COMERCIAL E TECNICA EIRELI M,35190951986958000134550010001268341002348054
00000000002100000000490,126833001,"R$ 2.439,47","R$ 2.490,00",20,"29,4758 %",MATARACO COMERCIAL LTDA,35190951986958000134550010001268331000642535
00000000002100000000490,126833002,"R$ 2.415,89","R$ 2.490,00",30,"28,8921 %",MATARACO COMERCIAL LTDA,35190951986958000134550010001268331000642535
00000000002100000000490,126837001,"R$ 312,04","R$ 318,50",20,"29,4582 %",APOLOTECH TECNOLOGIA PARA PNEUS LTDA,35190951986958000134550010001268371002075645
00000000002100000000490,126837002,"R$ 309,02","R$ 318,50",30,"28,8938 %",APOLOTECH TECNOLOGIA PARA PNEUS LTDA,35190951986958000134550010001268371002075645
00000000002100000000490,126827001,"R$ 691,71","R$ 714,42",32,"28,9682 %",BP BIOENERGIA ITUMBIARA S A,35190951986958000134550010001268271002045642
00000000002100000000490,126829001,"R$ 74,13","R$ 75,30",15,"30,0937 %",ROSSETTI EQUIPAMENTOS RODOVIARIOS LTDA,35190951986958000134550010001268291007197062
00000000002100000000490,126820001,"R$ 1.672,31","R$ 1.727,22",32,"28,9713 %",AGRICOLA MORENO DE NIPOA LTDA,35190951986958000134550010001268201004594324
00000000002100000000490,126823001,"R$ 146,96","R$ 150,00",20,"29,4317 %",RENTAL CART EQUIPAMENTOS LTDA EPP,35190951986958000134550010001268231002642536
00000000002100000000490,126824001,"R$ 117,02","R$ 119,61",21,"30,0435 %",TRANSPORTADORA EL KOUBA LTDA,35190951986958000134550010001268241002348040
00000000002100000000491,126824002,"R$ 114,59","R$ 119,61",43,"28,5661 %",TRANSPORTADORA EL KOUBA LTDA,35190951986958000134550010001268241002348040
00000000002100000000491,126824003,"R$ 112,17","R$ 119,61",64,"28,7715 %",TRANSPORTADORA EL KOUBA LTDA,35190951986958000134550010001268241002348040
