Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000493,126886001,"R$ 336,89","R$ 345,00",22,"31,3217 %",CARTRUCK COMERCIO DE PECAS LTDA EPP,35190951986958000134550010001268861007866149
00000000002100000000493,126903001,"R$ 360,60","R$ 368,00",19,"30,9209 %",FERMIX INDUSTRIA  E COMERCIO LTDA,35190951986958000134550010001269031006642517
00000000002100000000493,126903002,"R$ 353,19","R$ 368,00",40,"29,5354 %",FERMIX INDUSTRIA  E COMERCIO LTDA,35190951986958000134550010001269031006642517
00000000002100000000493,126905001,"R$ 684,89","R$ 698,95",19,"30,9336 %",TRANSRIPOLI JFR TRANSP DE CARGAS LTDA,35190951986958000134550010001269051003920553
00000000002100000000493,126905002,"R$ 670,83","R$ 698,95",40,"29,5245 %",TRANSRIPOLI JFR TRANSP DE CARGAS LTDA,35190951986958000134550010001269051003920553
00000000002100000000493,126908001,"R$ 140,99","R$ 143,00",12,"34,6177 %",RECICLATEC RECICLAGEM E COM DE RESIDUOS,35190951986958000134550010001269081008991256
00000000002100000000493,126915001,"R$ 388,42","R$ 404,70",40,"29,5207 %",LOCALFRIO S.A ARMAZENS GERAIS FRIGORIFIC,35190951986958000134550010001269151003920355
00000000002100000000493,126916001,"R$ 1.361,66","R$ 1.418,74",40,"29,5254 %",JSL S A,35190951986958000134550010001269161007894143
00000000002100000000493,126918001,"R$ 1.558,13","R$ 1.623,44",40,"29,5225 %",JSL S.A.,35190951986958000134550010001269181008191256
00000000002100000000493,126923001,"R$ 1.149,71","R$ 1.197,90",40,"29,5219 %",JSL S.A.,35190951986958000134550010001269231002642515
00000000002100000000494,126924001,"R$ 430,17","R$ 439,00",19,"30,9301 %",TRANSTODOGAZ LOCACAO E TRANSPORTE LTDA,35190951986958000134550010001269241002348142
00000000002100000000494,126924002,"R$ 421,34","R$ 439,00",40,"29,5211 %",TRANSTODOGAZ LOCACAO E TRANSPORTE LTDA,35190951986958000134550010001269241002348142
00000000002100000000494,126926001,"R$ 331,89","R$ 338,70",19,"30,9166 %",RENTAL CART EQUIPAMENTOS LTDA EPP,35190951986958000134550010001269261007897149
00000000002100000000494,126926002,"R$ 325,07","R$ 338,70",40,"29,5333 %",RENTAL CART EQUIPAMENTOS LTDA EPP,35190951986958000134550010001269261007897149
00000000002100000000494,126928001,"R$ 230,77","R$ 235,51",19,"30,9525 %",USINA PETRIBU S.A.,35190951986958000134550010001269281008291257
00000000002100000000494,126933001,"R$ 1.086,28","R$ 1.103,30",14,"32,2918 %",PAINEIRAS LOGISTICA E TRANSPORTES LTDA,35190951986958000134550010001269331000642514
00000000002100000000494,126936001,"R$ 1.152,15","R$ 1.175,00",18,"31,6448 %",MMARRA DISTRIBUIDORA AUTOMOTIVA LTDA,35190951986958000134550010001269361007890140
00000000002100000000494,126937001,"R$ 329,02","R$ 336,00",20,"30,2789 %",EQUIPE FREIOS GUARULHOS EIRELI  EPP,35190951986958000134550010001269371002175645
00000000002100000000494,126938001,"R$ 789,54","R$ 806,30",20,"30,2998 %",MILANI & MILANI INDUSTRIA E COMERCIO DE,35190951986958000134550010001269381008391258
00000000002100000000494,126939001,"R$ 294,17","R$ 300,00",18,"31,6195 %",LOKAL COMERCIAL LTDA,35190951986958000134550010001269391003197043
00000000002100000000494,126952001,"R$ 455,33","R$ 465,00",20,"30,3156 %",CORTESIA SERVICOS DE CONCRETAGEM LTDA,35190951986958000134550010001269521007213541
00000000002100000000494,126952002,"R$ 445,98","R$ 465,00",40,"30,0968 %",CORTESIA SERVICOS DE CONCRETAGEM LTDA,35190951986958000134550010001269521007213541
00000000002100000000494,126954001,"R$ 121,44","R$ 125,30",31,"28,9638 %",BP BIOENERGIA ITUIUTABA LTDA,35190951986958000134550010001269541002348176
00000000002100000000494,126955001,"R$ 118,59","R$ 122,36",31,"28,9689 %",BP BIOENERGIA ITUIUTABA LTDA,35190951986958000134550010001269551003920156
00000000002100000000494,126969001,"R$ 452,10","R$ 461,70",20,"30,3106 %",USINA CAETE S.A.,35190951986958000134550010001269691000197041
00000000002100000000494,126972001,"R$ 313,78","R$ 320,00",18,"31,6273 %",BORELLI BRASIL EXPRESS TRANSPORTE E LOGI,35190951986958000134550010001269721007613542
00000000002100000000494,126974001,"R$ 900,81","R$ 918,67",18,"31,6342 %",D  N DISTRIBUIDORA DE PECAS LTDA,35190951986958000134550010001269741002348195
00000000002100000000494,126974002,"R$ 883,56","R$ 918,67",38,"29,4880 %",D  N DISTRIBUIDORA DE PECAS LTDA,35190951986958000134550010001269741002348195
00000000002100000000494,126974003,"R$ 866,30","R$ 918,66",57,"29,6215 %",D  N DISTRIBUIDORA DE PECAS LTDA,35190951986958000134550010001269741002348195
00000000002100000000494,126975001,"R$ 436,73","R$ 446,00",20,"30,2972 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001269751003920450
00000000002100000000494,126975002,"R$ 427,76","R$ 446,00",40,"30,0914 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001269751003920450
00000000002100000000494,126976001,"R$ 1.363,06","R$ 1.391,99",20,"30,2946 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35190951986958000134550010001269761007893145
00000000002100000000494,126976002,"R$ 1.335,05","R$ 1.391,99",40,"30,0987 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35190951986958000134550010001269761007893145
00000000002100000000494,126976003,"R$ 1.321,05","R$ 1.391,99",50,"30,1646 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35190951986958000134550010001269761007893145
