Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000511,127521001,"R$ 1.322,34","R$ 1.418,74",38,"59,4626 %",JSL S A,35191051986958000134550010001275211005468760
00000000002100000000511,127526001,"R$ 162,49","R$ 168,00",19,"55,6272 %",USINA ITAJOBI LTDA - ACUCAR E ALCOOL,35191051986958000134550010001275261007357147
00000000002100000000511,127527001,"R$ 310,19","R$ 332,80",38,"59,4525 %",JSL S.A.,35191051986958000134550010001275271009845642
00000000002100000000511,127528001,"R$ 244,32","R$ 252,00",17,"58,2161 %",ATREVIDA TRANSPORTES LTDA,35191051986958000134550010001275281006291244
00000000002100000000511,127529001,"R$ 247,23","R$ 255,00",17,"58,2026 %",QUIMITRANS TRANSPORTES LTDA,35191051986958000134550010001275291007197524
00000000002100000000511,127531001,"R$ 269,34","R$ 288,97",38,"59,4437 %",JSL S.A.,35191051986958000134550010001275311005428764
00000000002100000000511,127532001,"R$ 281,17","R$ 290,00",17,"58,1486 %",ANTONIO NAVARRO JUNIOR TRANSP EPP,35191051986958000134550010001275321002013560
00000000002100000000511,127532002,"R$ 276,41","R$ 290,00",27,"56,5115 %",ANTONIO NAVARRO JUNIOR TRANSP EPP,35191051986958000134550010001275321002013560
00000000002100000000511,127536001,"R$ 377,21","R$ 390,00",19,"55,6214 %",RECITOTAL COM TRANSPORTES E SERV LTDA,35191051986958000134550010001275361007350149
00000000002100000000511,127544001,"R$ 573,82","R$ 594,00",19,"58,1576 %",DCAN TRANSPORTES LTDA,35191051986958000134550010001275441002349764
00000000002100000000511,127546001,"R$ 595,07","R$ 617,50",20,"59,3926 %",AUTO PECAS II EIXOS COMERCIO DE PECAS LT,35191051986958000134550010001275461007352148
00000000002100000000511,127546002,"R$ 573,37","R$ 617,50",41,"57,7337 %",AUTO PECAS II EIXOS COMERCIO DE PECAS LT,35191051986958000134550010001275461007352148
00000000002100000000511,127547001,"R$ 700,53","R$ 726,93",20,"59,3785 %",CRISPE AUTO PECAS LTDA ME,35191051986958000134550010001275471009835640
