Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000001500000000509,13282-1,"R$ 5.839,25","R$ 6.002,32",29,"27,0417 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132821155948781
00000000001500000000509,13282-2,"R$ 5.057,31","R$ 5.217,98",33,"26,9765 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132821155948781
00000000001500000000509,13282-3,"R$ 5.035,26","R$ 5.217,98",38,"26,6660 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132821155948781
00000000001500000000509,13281-1,"R$ 6.343,41","R$ 6.520,56",29,"27,0418 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132811362891990
00000000001500000000509,13281-2,"R$ 5.493,96","R$ 5.668,50",33,"26,9761 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132811362891990
00000000001500000000509,13281-3,"R$ 5.470,00","R$ 5.668,50",38,"26,6667 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132811362891990
00000000001500000000509,13279-1,"R$ 1.114,41","R$ 1.145,53",29,"27,0402 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132791084278333
00000000001500000000509,13279-2,"R$ 965,18","R$ 995,84",33,"26,9730 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132791084278333
00000000001500000000509,13279-3,"R$ 960,97","R$ 995,84",38,"26,6646 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132791084278333
00000000001500000000509,13271-1,"R$ 5.156,95","R$ 5.255,31",20,"26,8786 %",AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT,43191008304710000117550000000132711907077130
00000000001500000000509,13269-1,"R$ 5.846,49","R$ 6.002,32",28,"26,7113 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132691673765780
00000000001500000000509,13269-2,"R$ 5.060,46","R$ 5.217,98",32,"27,3020 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132691673765780
00000000001500000000509,13269-3,"R$ 5.038,41","R$ 5.217,98",37,"26,9360 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132691673765780
00000000001500000000509,13268-1,"R$ 6.351,28","R$ 6.520,56",28,"26,7105 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132681702899605
00000000001500000000509,13268-2,"R$ 5.497,38","R$ 5.668,50",32,"27,3020 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132681702899605
00000000001500000000509,13268-3,"R$ 5.473,43","R$ 5.668,50",37,"26,9354 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43191008304710000117550000000132681702899605
