Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000501,127081001,"R$ 901,62","R$ 939,49",41,"28,7736 %",JSL S.A.,35190951986958000134550010001270811005808766
00000000002100000000501,127083001,"R$ 2.073,67","R$ 2.160,78",41,"28,7777 %",JSL S.A.,35190951986958000134550010001270831003642962
00000000002100000000501,127084001,"R$ 258,59","R$ 264,00",20,"29,8081 %",MD TRANSPORTES E COMERCIO DE PEDRA E ARE,35190951986958000134550010001270841002349207
00000000002100000000501,127085001,"R$ 3.297,06","R$ 3.435,56",41,"28,7773 %",JSL S.A.,35190951986958000134550010001270851003945650
00000000002100000000501,127086001,"R$ 183,30","R$ 186,00",14,"30,1094 %",NPG GESTAO EMPRESARIALE LOGIST,35190951986958000134550010001270861007316140
00000000002100000000501,127089001,"R$ 141,34","R$ 144,10",19,"29,2397 %",GLENCANE BIOENERGIA S.A,35190951986958000134550010001270891006197513
00000000002100000000501,127090001,"R$ 1.878,62","R$ 1.937,52",31,"28,5251 %",BP BIOENERGIA TROPICAL S.A.,35190951986958000134550010001270901004638327
00000000002100000000501,127091001,"R$ 153,73","R$ 156,00",14,"30,1930 %",EQUIPE FREIOS GUARULHOS EIRELI  EPP,35190951986958000134550010001270911005898761
00000000002100000000501,127092001,"R$ 709,66","R$ 724,50",20,"29,7925 %",RFR LOG LOGISTICA  S/A,35190951986958000134550010001270921001713560
00000000002100000000501,127092002,"R$ 695,29","R$ 724,50",41,"28,7804 %",RFR LOG LOGISTICA  S/A,35190951986958000134550010001270921001713560
00000000002100000000501,127095001,"R$ 844,52","R$ 880,00",41,"28,7810 %",JSL S.A.,35190951986958000134550010001270951003945052
00000000002100000000501,127096001,"R$ 2.949,56","R$ 3.073,46",41,"28,7767 %",JSL S.A.,35190951986958000134550010001270961007319145
00000000002100000000501,127098001,"R$ 6.521,81","R$ 6.795,77",41,"28,7770 %",JSL S.A.,35190951986958000134550010001270981009891240
00000000002100000000501,127099001,"R$ 281,91","R$ 288,00",21,"29,2362 %",APOLOTECH TECNOLOGIA PARA PNEUS LTDA,35190951986958000134550010001270991004197512
00000000002100000000501,127109001,"R$ 612,30","R$ 625,53",21,"29,2429 %",TRANS MRA LIMA TRANSP DE PROD QUIM LTDA,35190951986958000134550010001271091001197595
00000000002100000000501,127109002,"R$ 599,90","R$ 625,53",42,"28,5333 %",TRANS MRA LIMA TRANSP DE PROD QUIM LTDA,35190951986958000134550010001271091001197595
00000000002100000000501,127109003,"R$ 587,51","R$ 625,54",63,"28,5166 %",TRANS MRA LIMA TRANSP DE PROD QUIM LTDA,35190951986958000134550010001271091001197595
00000000002100000000501,127110001,"R$ 1.569,32","R$ 1.603,23",21,"29,2444 %",OFICINA MECANICA JONEYR LTDA ME,35190951986958000134550010001271101004622328
00000000002100000000501,127110002,"R$ 1.537,54","R$ 1.603,23",42,"28,5335 %",OFICINA MECANICA JONEYR LTDA ME,35190951986958000134550010001271101004622328
00000000002100000000501,127110003,"R$ 1.505,75","R$ 1.603,23",63,"28,5203 %",OFICINA MECANICA JONEYR LTDA ME,35190951986958000134550010001271101004622328
00000000002100000000501,127119001,"R$ 199,99","R$ 206,40",32,"28,2031 %",BP BIOENERGIA TROPICAL S.A.,35190951986958000134550010001271191009197590
00000000002100000000501,127121001,"R$ 539,15","R$ 550,80",21,"29,2444 %",CELESTE-EQUIPAMENTOS RODOVIARIOS LTDA,35190951986958000134550010001271211005768761
00000000002100000000501,127121002,"R$ 528,23","R$ 550,80",42,"28,5361 %",CELESTE-EQUIPAMENTOS RODOVIARIOS LTDA,35190951986958000134550010001271211005768761
00000000002100000000501,127122001,"R$ 283,85","R$ 292,95",32,"28,2105 %",BP BIOENERGIA ITUMBIARA S A,35190951986958000134550010001271221003513569
00000000002100000000501,127123001,"R$ 8.708,77","R$ 9.006,38",34,"28,2813 %",PAINEIRAS LOGISTICA E TRANSPORTES LTDA,35190951986958000134550010001271231002642940
00000000002100000000501,127126001,"R$ 173,32","R$ 176,00",14,"31,8110 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35190951986958000134550010001271261007347140
00000000002100000000501,127128001,"R$ 868,73","R$ 886,30",19,"30,4174 %",POSTO DE MOLAS ALEXANDRE LTDA,35190951986958000134550010001271281001291244
00000000002100000000501,26798001,"R$ 108,11","R$ 110,00",17,"29,2927 %",LAUDELINO CARDOSO ME,35190951986958000487550030000267981004899252
00000000002100000000501,26800001,"R$ 1.029,92","R$ 1.049,34",19,"28,1152 %",BORDIN COMERCIO E SERVICOS LTDA,35190951986958000487550030000268001004593331
00000000002100000000501,26800002,"R$ 1.019,52","R$ 1.049,34",29,"28,4691 %",BORDIN COMERCIO E SERVICOS LTDA,35190951986958000487550030000268001004593331
00000000002100000000501,26800003,"R$ 1.009,12","R$ 1.049,34",38,"29,5867 %",BORDIN COMERCIO E SERVICOS LTDA,35190951986958000487550030000268001004593331
00000000002100000000501,26800004,"R$ 998,72","R$ 1.049,34",49,"28,9525 %",BORDIN COMERCIO E SERVICOS LTDA,35190951986958000487550030000268001004593331
00000000002100000000501,26800005,"R$ 988,31","R$ 1.049,34",60,"28,6165 %",BORDIN COMERCIO E SERVICOS LTDA,35190951986958000487550030000268001004593331
00000000002100000000501,26800006,"R$ 967,48","R$ 1.049,31",80,"29,1441 %",BORDIN COMERCIO E SERVICOS LTDA,35190951986958000487550030000268001004593331
00000000002100000000501,26802001,"R$ 454,49","R$ 464,00",20,"29,8135 %",POSTO DE MOLAS LG LTDA ME,35190951986958000487550030000268021008111549
00000000002100000000501,26802002,"R$ 445,29","R$ 464,00",41,"28,7852 %",POSTO DE MOLAS LG LTDA ME,35190951986958000487550030000268021008111549
00000000002100000000501,26802003,"R$ 436,09","R$ 464,00",63,"28,1644 %",POSTO DE MOLAS LG LTDA ME,35190951986958000487550030000268021008111549
00000000002100000000501,26803001,"R$ 219,71","R$ 224,00",19,"29,2369 %",ALO CARRETAS LOCACOES LTDA EPP,35190951986958000487550030000268031006662537
00000000002100000000501,26804001,"R$ 115,30","R$ 117,00",14,"30,1422 %",ALO CARRETAS LOCACOES LTDA EPP,35190951986958000487550030000268041002248024
00000000002100000000501,26805001,"R$ 110,83","R$ 113,00",19,"29,3274 %",CALL EXPRESS SERVICE LTDA,35190951986958000487550030000268051005926551
00000000002100000000501,26806001,"R$ 274,63","R$ 280,00",19,"29,2837 %",CUNHA & GALDINI VAREGISTA DE PECAS LTDA,35190951986958000487550030000268061007861110
00000000002100000000502,26807001,"R$ 702,97","R$ 717,67",20,"29,7923 %",A J N M MARTINS ME,35190951986958000487550030000268071002055546
00000000002100000000502,26807002,"R$ 688,74","R$ 717,67",41,"28,7751 %",A J N M MARTINS ME,35190951986958000487550030000268071002055546
00000000002100000000502,26807003,"R$ 674,50","R$ 717,66",63,"28,1584 %",A J N M MARTINS ME,35190951986958000487550030000268071002055546
00000000002100000000502,26808001,"R$ 176,43","R$ 180,00",19,"30,4339 %",VSN CAMPINAS COM  E RECUPERACAO DE PECAS,35190951986958000487550030000268081000999250
