Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000505,127254001,"R$ 199,31","R$ 202,00",13,"29,6769 %",NPG GESTAO EMPRESARIALE LOGIST,35190951986958000134550010001272541002349470
00000000002100000000505,127257001,"R$ 5.959,16","R$ 6.062,72",17,"29,0971 %",COMPANHIA MELHORAMENTOS NORTE DO,35190951986958000134550010001272571009485649
00000000002100000000505,127261001,"R$ 3.350,27","R$ 3.450,00",30,"27,9411 %",BP BIOENERGIA ITUMBIARA S A,35190951986958000134550010001272611005618760
00000000002100000000505,127268001,"R$ 568,82","R$ 579,09",18,"28,4686 %",AGROPEU AGRO INDUSTRIAL DE POMPEU S.A.,35190951986958000134550010001272681002591242
00000000002100000000505,127273001,"R$ 1.153,90","R$ 1.174,74",18,"28,4784 %",RUSSO EQUIP E TRANSPORTES LTDA,35190951986958000134550010001272731009642926
00000000002100000000505,127283001,"R$ 2.018,60","R$ 2.100,00",39,"29,1036 %",JSL S.A.,35190951986958000134550010001272831003642920
00000000002100000000505,127284001,"R$ 700,36","R$ 728,60",39,"29,1013 %",JSL S.A.,35190951986958000134550010001272841002349402
00000000002100000000506,127285001,"R$ 938,13","R$ 975,96",39,"29,1035 %",JSL S.A.,35190951986958000134550010001272851003949656
00000000002100000000506,127286001,"R$ 1.499,53","R$ 1.560,00",39,"29,1044 %",JSL S.A.,35190951986958000134550010001272861007376143
00000000002100000000506,127288001,"R$ 865,69","R$ 882,50",20,"27,4205 %",TRANSPORTES BERTOLINI LTDA,35190951986958000134550010001272881002091242
00000000002100000000506,127288002,"R$ 848,29","R$ 882,50",39,"29,1062 %",TRANSPORTES BERTOLINI LTDA,35190951986958000134550010001272881002091242
00000000002100000000506,127290001,"R$ 154,87","R$ 156,20",8,"30,9129 %",JOSE CARLOS ANZINE JUNIOR ME,35190951986958000134550010001272901004648323
00000000002100000000506,127292001,"R$ 878,53","R$ 894,40",18,"28,4851 %",ALFA TEK IMPORTACAO E COMERCIO EIRELI -,35190951986958000134550010001272921005713565
00000000002100000000506,127293001,"R$ 12.771,46","R$ 13.286,47",39,"29,1037 %",JSL S.A.,35190951986958000134550010001272931001642920
00000000002100000000506,127294001,"R$ 509,07","R$ 520,00",21,"29,0358 %",RODOPECAS LIMITADA,35190951986958000134550010001272941002349417
00000000002100000000506,127294002,"R$ 498,82","R$ 520,00",42,"28,3385 %",RODOPECAS LIMITADA,35190951986958000134550010001272941002349417
00000000002100000000506,127297001,"R$ 234,29","R$ 239,00",20,"28,5039 %",SCR TRANSPORTES ARMAZENAMENTO E,35190951986958000134550010001272971009415646
00000000002100000000506,127305001,"R$ 329,97","R$ 336,60",20,"28,4871 %",CIOATTO COMERCIO DE PECAS P/IMPLEMENTOS,35190951986958000134550010001273051003948557
00000000002100000000506,127306001,"R$ 517,07","R$ 525,00",15,"29,1360 %",MABRUK EMPRESA DE TRANSPORTES LTDA,35190951986958000134550010001273061007301148
00000000002100000000506,127308001,"R$ 959,40","R$ 980,00",21,"29,0376 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001273081003991241
00000000002100000000506,127308002,"R$ 949,74","R$ 980,00",32,"28,0171 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001273081003991241
00000000002100000000506,127308003,"R$ 940,08","R$ 980,00",42,"28,3416 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001273081003991241
00000000002100000000506,127308004,"R$ 930,42","R$ 980,00",53,"27,9985 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001273081003991241
00000000002100000000506,127308005,"R$ 920,77","R$ 980,00",63,"28,3216 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001273081003991241
