Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000508,127439001,"R$ 156,75","R$ 160,00",20,"29,5080 %",TRANSPORTADORA ARICANDUVA LTDA,35191051986958000134550010001274391003197580
00000000002100000000508,127477001,"R$ 2.948,42","R$ 3.040,00",30,"29,2967 %",SUZANO PAPEL E CELULOSE S A,35191051986958000134550010001274771009395643
00000000002100000000508,127478001,"R$ 1.140,54","R$ 1.188,00",40,"29,2847 %",JSL S.A.,35191051986958000134550010001274781007491243
00000000002100000000508,127483001,"R$ 987,44","R$ 1.007,90",20,"29,4866 %",USINA CAETE S.A.,35191051986958000134550010001274831003642980
00000000002100000000508,127484001,"R$ 588,11","R$ 599,50",18,"30,8063 %",USINA SANTA ADELIA S.A.,35191051986958000134550010001274841002349608
00000000002100000000508,127486001,"R$ 227,67","R$ 231,00",13,"32,5082 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35191051986958000134550010001274861007326147
00000000002100000000508,127487001,"R$ 493,09","R$ 502,64",18,"30,8073 %",FERRARI AGROINDUSTRIA S.A.,35191051986958000134550010001274871009305640
00000000002100000000508,127489001,"R$ 163,72","R$ 167,00",19,"30,0944 %",GUANABARA AGRICOLA LTDA,35191051986958000134550010001274891006197582
00000000002100000000508,127490001,"R$ 706,60","R$ 721,72",21,"28,9262 %",REZENTRANS TRANSPORTES RODOVIARIOS LTDA,35191051986958000134550010001274901004608322
00000000002100000000508,127490002,"R$ 692,42","R$ 721,72",40,"29,8358 %",REZENTRANS TRANSPORTES RODOVIARIOS LTDA,35191051986958000134550010001274901004608322
00000000002100000000508,127490003,"R$ 678,24","R$ 721,72",61,"29,2648 %",REZENTRANS TRANSPORTES RODOVIARIOS LTDA,35191051986958000134550010001274901004608322
00000000002100000000508,127491001,"R$ 1.383,71","R$ 1.413,33",21,"28,9383 %",F A HIDRAULICA LTDA,35191051986958000134550010001274911005398760
00000000002100000000508,127491002,"R$ 1.355,95","R$ 1.413,33",40,"29,8373 %",F A HIDRAULICA LTDA,35191051986958000134550010001274911005398760
00000000002100000000508,127491003,"R$ 1.328,19","R$ 1.413,34",61,"29,2662 %",F A HIDRAULICA LTDA,35191051986958000134550010001274911005398760
00000000002100000000508,127492001,"R$ 1.097,02","R$ 1.120,50",21,"28,9341 %",IC TRANSPORTES LTDA,35191051986958000134550010001274921009713560
00000000002100000000508,127493001,"R$ 486,73","R$ 500,50",27,"29,7425 %",MOOTRAT PECAS PARA TRATORES LTDA,35191051986958000134550010001274931001642980
00000000002100000000508,127493002,"R$ 480,18","R$ 500,50",40,"29,8375 %",MOOTRAT PECAS PARA TRATORES LTDA,35191051986958000134550010001274931001642980
00000000002100000000508,127500001,"R$ 372,04","R$ 380,00",21,"28,9221 %",EQUIPE FREIOS GUARULHOS EIRELI  EPP,35191051986958000134550010001275001004613324
00000000002100000000508,127502001,"R$ 1.054,95","R$ 1.088,45",30,"30,0300 %",BP BIOENERGIA ITUMBIARA S A,35191051986958000134550010001275021002113566
00000000002100000000508,127503001,"R$ 350,47","R$ 361,60",30,"30,0324 %",BP BIOENERGIA TROPICAL S.A.,35191051986958000134550010001275031006642978
00000000002100000000508,127505001,"R$ 4.803,73","R$ 4.900,00",19,"30,1053 %",MULTI RIO OPERACOES PONTUARIAS S A,35191051986958000134550010001275051003941553
00000000002100000000508,127506001,"R$ 564,09","R$ 582,00",30,"30,0249 %",BP BIOENERGIA ITUMBIARA S A,35191051986958000134550010001275061007351146
00000000002100000000508,127508001,"R$ 1.044,13","R$ 1.088,32",40,"29,8413 %",JSL S.A.,35191051986958000134550010001275081006991243
00000000002100000000508,127509001,"R$ 2.275,51","R$ 2.321,11",19,"30,1033 %",USINA MONTE ALEGRE S.A.,35191051986958000134550010001275091001197520
00000000002100000000508,127510001,"R$ 1.321,42","R$ 1.363,38",30,"30,0286 %",BP BIOENERGIA ITUMBIARA S A,35191051986958000134550010001275101004612324
00000000002100000000508,127511001,"R$ 2.178,42","R$ 2.247,60",30,"30,0320 %",USINA PANORAMA S.A.,35191051986958000134550010001275111005478769
00000000002100000000508,127513001,"R$ 1.320,93","R$ 1.352,82",23,"29,8709 %",COMPANHIA MELHORAMENTOS NORTE DO,35191051986958000134550010001275131004642977
00000000002100000000508,127514001,"R$ 1.490,62","R$ 1.522,53",21,"28,9398 %",JCQ TRANSPORTADORA PRINCESA EIRELI,35191051986958000134550010001275141002349730
00000000002100000000508,127514002,"R$ 1.460,70","R$ 1.522,52",40,"29,8412 %",JCQ TRANSPORTADORA PRINCESA EIRELI,35191051986958000134550010001275141002349730
