Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000491,26776001,"R$ 637,40","R$ 651,00",20,"30,4754 %",POSTO DE MOLAS LG LTDA ME,35190951986958000487550030000267761007833115
00000000002100000000491,26776002,"R$ 624,16","R$ 651,00",42,"28,7391 %",POSTO DE MOLAS LG LTDA ME,35190951986958000487550030000267761007833115
00000000002100000000491,26776003,"R$ 610,96","R$ 651,00",63,"28,9059 %",POSTO DE MOLAS LG LTDA ME,35190951986958000487550030000267761007833115
00000000002100000000491,26777001,"R$ 109,80","R$ 112,00",19,"30,0982 %",DFW TECNICA EM TRATAMENTO ABRASIVOS E PI,35190951986958000487550030000267771002995548
00000000002100000000491,126859001,"R$ 1.084,33","R$ 1.108,30",21,"30,0021 %",COOPERVAL COOP AGR VALE DO IVAI LTDA,35190951986958000134550010001268591002197063
00000000002100000000491,126859002,"R$ 1.061,85","R$ 1.108,30",43,"28,5199 %",COOPERVAL COOP AGR VALE DO IVAI LTDA,35190951986958000134550010001268591002197063
00000000002100000000491,126859003,"R$ 1.039,37","R$ 1.108,29",63,"29,2805 %",COOPERVAL COOP AGR VALE DO IVAI LTDA,35190951986958000134550010001268591002197063
00000000002100000000491,126860001,"R$ 1.896,08","R$ 1.979,02",43,"28,5188 %",JSL S.A.,35190951986958000134550010001268601004595326
00000000002100000000491,126850001,"R$ 292,53","R$ 299,00",21,"30,0197 %",LOGGLASS LOGISTICA E TRANSPORTES LTDA,35190951986958000134550010001268501004591324
00000000002100000000491,126857001,"R$ 2.661,83","R$ 2.778,26",43,"28,5172 %",JSL S A,35190951986958000134550010001268571002085643
00000000002100000000491,126861001,"R$ 2.780,61","R$ 2.902,24",43,"28,5183 %",JSL S.A.,35190951986958000134550010001268611001018767
00000000002100000000491,126858001,"R$ 518,78","R$ 530,25",21,"30,0078 %",L T L TRANSPORTES E LOC LTDA,35190951986958000134550010001268581000691250
00000000002100000000491,126852001,"R$ 134,27","R$ 137,05",19,"31,2329 %",CESLOG - CESARI LOGISTICA LTDA,35190951986958000134550010001268521008213540
00000000002100000000491,126848001,"R$ 148,28","R$ 150,00",10,"33,7269 %",GUANABARA AGRICOLA LTDA,35190951986958000134550010001268481000791258
00000000002100000000491,126856001,"R$ 684,86","R$ 700,00",21,"30,0034 %",TRELSA-LOG TRANSP ESP.  EM LIQUIDOS E LO,35190951986958000134550010001268561007865143
00000000002100000000491,126856002,"R$ 670,66","R$ 700,00",43,"28,5225 %",TRELSA-LOG TRANSP ESP.  EM LIQUIDOS E LO,35190951986958000134550010001268561007865143
00000000002100000000491,126856003,"R$ 656,47","R$ 700,00",63,"29,2804 %",TRELSA-LOG TRANSP ESP.  EM LIQUIDOS E LO,35190951986958000134550010001268561007865143
00000000002100000000491,126849001,"R$ 235,13","R$ 240,00",19,"31,2455 %",EMPRESA DE TRANSPORTES TRANS AGUIAR LTDA,35190951986958000134550010001268491008197069
00000000002100000000491,126851001,"R$ 237,02","R$ 242,26",21,"30,0052 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35190951986958000134550010001268511001048767
00000000002100000000491,126851002,"R$ 234,56","R$ 242,26",32,"28,9640 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35190951986958000134550010001268511001048767
00000000002100000000491,126851003,"R$ 232,11","R$ 242,26",43,"28,5090 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35190951986958000134550010001268511001048767
00000000002100000000491,126851004,"R$ 229,66","R$ 242,27",53,"28,9369 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35190951986958000134550010001268511001048767
00000000002100000000491,126854001,"R$ 768,02","R$ 785,00",21,"30,0066 %",R DO CARMO SOUZA- ME,35190951986958000134550010001268541002348073
00000000002100000000491,126854002,"R$ 752,10","R$ 785,00",43,"28,5198 %",R DO CARMO SOUZA- ME,35190951986958000134550010001268541002348073
00000000002100000000491,126854003,"R$ 736,18","R$ 785,00",63,"29,2833 %",R DO CARMO SOUZA- ME,35190951986958000134550010001268541002348073
00000000002100000000491,126845001,"R$ 566,21","R$ 578,33",20,"30,5862 %",MOLAS PADROEIRA LTDA,35190951986958000134550010001268451003926756
00000000002100000000491,126845002,"R$ 560,35","R$ 578,33",31,"29,2709 %",MOLAS PADROEIRA LTDA,35190951986958000134550010001268451003926756
00000000002100000000491,126845003,"R$ 554,49","R$ 578,34",42,"28,7470 %",MOLAS PADROEIRA LTDA,35190951986958000134550010001268451003926756
00000000002100000000491,126821001,"R$ 644,32","R$ 658,11",20,"30,5812 %",SALVADOR LOGISTICA E TRANSPORTE LTDA,35190951986958000134550010001268211001068769
00000000002100000000491,126821002,"R$ 630,98","R$ 658,11",42,"28,7352 %",SALVADOR LOGISTICA E TRANSPORTE LTDA,35190951986958000134550010001268211001068769
