Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000497,126992001,"R$ 595,94","R$ 607,91",20,"28,4763 %",CONTPOLI COMERCIO E SERVICOS DE CONTAINE,35190951986958000134550010001269921007713540
00000000002100000000497,126992002,"R$ 583,50","R$ 607,90",39,"30,3044 %",CONTPOLI COMERCIO E SERVICOS DE CONTAINE,35190951986958000134550010001269921007713540
00000000002100000000497,127009001,"R$ 103,25","R$ 105,40",20,"29,6513 %",GAFOR S.A,35190951986958000134550010001270091001197514
00000000002100000000497,127010001,"R$ 4.104,98","R$ 4.190,50",20,"29,6673 %",GAFOR S.A,35190951986958000134550010001270101004632328
00000000002100000000497,127024001,"R$ 5.166,04","R$ 5.351,70",35,"28,9451 %",SUZANO PAPEL E CELULOSE S A,35190951986958000134550010001270241002349241
00000000002100000000497,127036001,"R$ 550,11","R$ 561,18",20,"28,5356 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35190951986958000134550010001270361007310140
00000000002100000000497,127036002,"R$ 544,38","R$ 561,18",30,"29,0863 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35190951986958000134550010001270361007310140
00000000002100000000497,127036003,"R$ 538,66","R$ 561,18",39,"30,2970 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35190951986958000134550010001270361007310140
00000000002100000000497,127036004,"R$ 532,93","R$ 561,18",50,"29,7351 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35190951986958000134550010001270361007310140
00000000002100000000497,127036005,"R$ 527,22","R$ 561,20",61,"29,4377 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35190951986958000134550010001270361007310140
00000000002100000000497,127037001,"R$ 217,41","R$ 219,50",9,"30,7195 %",LOGMIX TRANSPORTES LTDA,35190951986958000134550010001270371009575644
00000000002100000000497,127039001,"R$ 401,91","R$ 410,00",20,"28,5445 %",SCANVOL DISTRIBUIDORA LTDA,35190951986958000134550010001270391003197510
00000000002100000000497,127039002,"R$ 397,73","R$ 410,00",30,"29,0750 %",SCANVOL DISTRIBUIDORA LTDA,35190951986958000134550010001270391003197510
00000000002100000000497,127040001,"R$ 608,61","R$ 620,00",18,"29,6392 %",MARBRUS COMERCIAL DE PECAS E ACESSORIOS,35190951986958000134550010001270401004630324
00000000002100000000497,127041001,"R$ 319,57","R$ 326,00",20,"28,5317 %",MULTI TRUCK COMERCIAL E TECNICA EIRELI M,35190951986958000134550010001270411005838767
00000000002100000000497,127053001,"R$ 626,07","R$ 640,00",21,"30,2222 %",LOKAL COMERCIAL LTDA,35190951986958000134550010001270531007642968
00000000002100000000497,127054001,"R$ 489,12","R$ 500,00",21,"30,2132 %",ROD TRANSPORTES LTDA,35190951986958000134550010001270541002349275
00000000002100000000497,127054002,"R$ 478,91","R$ 500,00",42,"29,5080 %",ROD TRANSPORTES LTDA,35190951986958000134550010001270541002349275
00000000002100000000497,127057001,"R$ 733,67","R$ 750,00",21,"30,2345 %",MASSFIX COMERCIO DE SUCATAS DE VIDROS LT,35190951986958000134550010001270571009585642
00000000002100000000497,127058001,"R$ 113,87","R$ 116,40",21,"30,1739 %",USINA CAETE S.A.,35190951986958000134550010001270581009691245
00000000002100000000497,127064001,"R$ 447,54","R$ 457,50",21,"30,2300 %",QUIMITRANS TRANSPORTES LTDA,35190951986958000134550010001270641002349280
00000000002100000000497,127064002,"R$ 438,21","R$ 457,50",42,"29,4950 %",QUIMITRANS TRANSPORTES LTDA,35190951986958000134550010001270641002349280
00000000002100000000497,127068001,"R$ 1.743,24","R$ 1.820,00",42,"29,5046 %",JSL S.A.,35190951986958000134550010001270681009591247
00000000002100000000497,127069001,"R$ 467,95","R$ 477,70",20,"29,6710 %",ATIVA DISTRIBUICAO E LOGISTICA LTDA,35190951986958000134550010001270691000197519
00000000002100000000497,127070001,"R$ 277,71","R$ 283,50",20,"29,6927 %",LOCAR GUINDASTES E TRANSPORTES,35190951986958000134550010001270701004636321
00000000002100000000497,127075001,"R$ 405,55","R$ 414,00",20,"29,6716 %",GLENCANE BIOENERGIA S.A,35190951986958000134550010001270751003945459
