Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000511,127602001,"R$ 492,69","R$ 503,35",20,"30,9585 %",MASTER DIESEL PIRACICABA PECAS SERVICOS,35191051986958000134550010001276021004113569
00000000002100000000511,127602002,"R$ 487,55","R$ 503,35",30,"30,7217 %",MASTER DIESEL PIRACICABA PECAS SERVICOS,35191051986958000134550010001276021004113569
00000000002100000000511,127602003,"R$ 482,40","R$ 503,35",41,"29,8609 %",MASTER DIESEL PIRACICABA PECAS SERVICOS,35191051986958000134550010001276021004113569
00000000002100000000511,127602004,"R$ 477,24","R$ 503,35",52,"29,4515 %",MASTER DIESEL PIRACICABA PECAS SERVICOS,35191051986958000134550010001276021004113569
00000000002100000000511,127603001,"R$ 773,19","R$ 789,90",20,"30,9188 %",UNICARGO IMPLEMENTOS RODO VIARIOS LTDA E,35191051986958000134550010001276031006642957
00000000002100000000511,127603002,"R$ 757,02","R$ 789,90",41,"29,8646 %",UNICARGO IMPLEMENTOS RODO VIARIOS LTDA E,35191051986958000134550010001276031006642957
00000000002100000000511,127603003,"R$ 740,86","R$ 789,91",60,"30,8983 %",UNICARGO IMPLEMENTOS RODO VIARIOS LTDA E,35191051986958000134550010001276031006642957
00000000002100000000511,127612001,"R$ 1.321,44","R$ 1.350,00",20,"30,9205 %",ANAMAR COMERCIO E TRANSPORTES LTDA,35191051986958000134550010001276121004313564
00000000002100000000511,127614001,"R$ 868,43","R$ 887,20",20,"30,9220 %",NIKA TRANSPORTES & SERVICOS EIRELI,35191051986958000134550010001276141002349833
00000000002100000000511,127614002,"R$ 850,27","R$ 887,20",41,"29,8644 %",NIKA TRANSPORTES & SERVICOS EIRELI,35191051986958000134550010001276141002349833
00000000002100000000511,127619001,"R$ 108,91","R$ 110,04",8,"38,4232 %",ROSE MARY DA SILVA MACHADO - ME,35191051986958000134550010001276191009197504
00000000002100000000511,127620001,"R$ 378,50","R$ 386,14",18,"32,2832 %",SCR TRANSPORTES ARMAZENAMENTO E,35191051986958000134550010001276201004654320
00000000002100000000511,127621001,"R$ 392,22","R$ 396,00",8,"35,2732 %",GAFOR S.A,35191051986958000134550010001276211005168761
00000000002100000000511,127626001,"R$ 569,89","R$ 581,80",19,"31,5645 %",LILIAN KARLA MARTINS ME,35191051986958000134550010001276261007387149
00000000002100000000511,127627001,"R$ 440,17","R$ 450,00",21,"30,3482 %",JOSE BACHIEGA ME,35191051986958000134550010001276271009245640
00000000002100000000511,127627002,"R$ 430,96","R$ 450,00",42,"29,6144 %",JOSE BACHIEGA ME,35191051986958000134550010001276271009245640
00000000002100000000511,127628001,"R$ 349,30","R$ 358,10",23,"31,3389 %",BIOSEV S.A.,35191051986958000134550010001276281005291246
00000000002100000000511,127630001,"R$ 819,21","R$ 837,50",21,"30,3391 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35191051986958000134550010001276301004657326
00000000002100000000511,127630002,"R$ 802,07","R$ 837,50",42,"29,6090 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35191051986958000134550010001276301004657326
00000000002100000000511,127630003,"R$ 793,49","R$ 837,50",52,"29,9003 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35191051986958000134550010001276301004657326
00000000002100000000511,127630004,"R$ 784,92","R$ 837,50",60,"31,3015 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35191051986958000134550010001276301004657326
00000000002100000000511,127631001,"R$ 203,60","R$ 208,00",20,"30,9176 %",R DO CARMO SOUZA- ME,35191051986958000134550010001276311005128766
00000000002100000000511,127631002,"R$ 199,63","R$ 208,00",39,"30,3941 %",R DO CARMO SOUZA- ME,35191051986958000134550010001276311005128766
00000000002100000000511,127635001,"R$ 139,46","R$ 141,00",9,"36,0018 %",TIETE VEICULOS S.A.,35191051986958000134550010001276351003942856
00000000002100000000511,127636001,"R$ 355,07","R$ 363,00",21,"30,3502 %",LIPARI MINERACAO LTDA,35191051986958000134550010001276361007380140
00000000002100000000511,127638001,"R$ 3.922,81","R$ 4.096,11",42,"29,6122 %",JSL S A,35191051986958000134550010001276381005391247
00000000002100000000512,127641001,"R$ 147,65","R$ 150,00",14,"32,8742 %",HIPER TRANSPORTES LTDA,35191051986958000134550010001276411005138768
00000000002100000000512,127644001,"R$ 545,33","R$ 557,50",21,"30,3244 %",AUTOPORT TRANSPORTES E LOGISTICA LTDA,35191051986958000134550010001276441002349867
00000000002100000000512,127647001,"R$ 628,86","R$ 642,90",21,"30,3387 %",COMERCIO DE MOLAS CASCAVEL LTDA.  ME,35191051986958000134550010001276471009235648
00000000002100000000512,127647002,"R$ 615,69","R$ 642,89",42,"29,6127 %",COMERCIO DE MOLAS CASCAVEL LTDA.  ME,35191051986958000134550010001276471009235648
