Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000002100000000506,127386001,"R$ 166,49","R$ 170,00",20,"30,0666 %",PLATOPECAS COM DE AUTO PECAS SV LTDA,35191051986958000134550010001273861007306140
00000000002100000000506,127388001,"R$ 354,35","R$ 359,60",13,"32,9886 %",GUINDASTES TATUAPE LTDA,35191051986958000134550010001273881003091241
00000000002100000000506,127389001,"R$ 220,62","R$ 225,25",20,"29,9125 %",ISMAEL DIAS DE SOUZA ME,35191051986958000134550010001273891006197536
00000000002100000000506,127389002,"R$ 218,38","R$ 225,25",31,"28,6327 %",ISMAEL DIAS DE SOUZA ME,35191051986958000134550010001273891006197536
00000000002100000000506,127390001,"R$ 3.780,41","R$ 3.939,84",41,"28,9031 %",JSL S/A,35191051986958000134550010001273901004678325
00000000002100000000506,127392001,"R$ 8.744,75","R$ 9.020,00",31,"28,6500 %",BP BIOENERGIA ITUMBIARA S A,35191051986958000134550010001273921000713562
00000000002100000000506,127396001,"R$ 361,26","R$ 368,35",18,"31,2717 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35191051986958000134550010001273961007309146
00000000002100000000506,127396002,"R$ 357,84","R$ 368,35",28,"29,7616 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35191051986958000134550010001273961007309146
00000000002100000000506,127396003,"R$ 354,42","R$ 368,35",37,"30,0258 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35191051986958000134550010001273961007309146
00000000002100000000506,127396004,"R$ 351,00","R$ 368,35",47,"29,5230 %",EAGLE TRUCK SERVICOS AUTOMOTORES EIRELI,35191051986958000134550010001273961007309146
00000000002100000000506,127397001,"R$ 376,83","R$ 385,00",21,"29,3550 %",LOGGLASS LOGISTICA E TRANSPORTES LTDA,35191051986958000134550010001273971009715645
00000000002100000000506,127398001,"R$ 548,38","R$ 560,27",21,"29,3568 %",ROSE MARY DA SILVA MACHADO - ME,35191051986958000134550010001273981003891244
00000000002100000000506,127398002,"R$ 537,23","R$ 560,27",42,"28,6538 %",ROSE MARY DA SILVA MACHADO - ME,35191051986958000134550010001273981003891244
00000000002100000000506,127398003,"R$ 526,08","R$ 560,27",61,"29,7086 %",ROSE MARY DA SILVA MACHADO - ME,35191051986958000134550010001273981003891244
00000000002100000000506,127399001,"R$ 631,46","R$ 650,00",28,"29,7501 %",VIDEIRA TRANSPORTES RODOVIARIOS LTDA,35191051986958000134550010001273991004197535
00000000002100000000507,127400001,"R$ 3.660,61","R$ 3.740,00",21,"29,3653 %",TRANS MRA LIMA TRANSP DE PROD QUIM LTDA,35191051986958000134550010001274001004603323
00000000002100000000507,127400002,"R$ 3.586,18","R$ 3.740,00",42,"28,6581 %",TRANS MRA LIMA TRANSP DE PROD QUIM LTDA,35191051986958000134550010001274001004603323
00000000002100000000507,127400003,"R$ 3.511,74","R$ 3.740,00",61,"29,7131 %",TRANS MRA LIMA TRANSP DE PROD QUIM LTDA,35191051986958000134550010001274001004603323
00000000002100000000507,127402001,"R$ 220,52","R$ 225,00",19,"30,5712 %",RENTAL CART EQUIPAMENTOS LTDA EPP,35191051986958000134550010001274021009113566
00000000002100000000507,127402002,"R$ 218,43","R$ 225,00",29,"29,3713 %",RENTAL CART EQUIPAMENTOS LTDA EPP,35191051986958000134550010001274021009113566
00000000002100000000507,127404001,"R$ 254,03","R$ 259,54",21,"29,3694 %",RUSSO EQUIP E TRANSPORTES LTDA,35191051986958000134550010001274041002349623
00000000002100000000507,127411001,"R$ 409,12","R$ 417,99",21,"29,3547 %",MULTI TRUCK COMERCIAL E TECNICA EIRELI M,35191051986958000134550010001274111005378769
00000000002100000000507,127416001,"R$ 237,75","R$ 242,91",21,"29,3893 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35191051986958000134550010001274161007324140
00000000002100000000507,127416002,"R$ 235,34","R$ 242,91",32,"28,3153 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35191051986958000134550010001274161007324140
00000000002100000000507,127416003,"R$ 232,92","R$ 242,91",42,"28,6565 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35191051986958000134550010001274161007324140
00000000002100000000507,127416004,"R$ 230,51","R$ 242,92",52,"28,9329 %",POSTO DE MOLAS GALVAO BUENO LTDA ME,35191051986958000134550010001274161007324140
00000000002100000000507,127417001,"R$ 261,01","R$ 266,67",21,"29,3612 %",TRUCK EIXO IMPORTADORA E DISTRIBUIDORA D,35191051986958000134550010001274171009365649
00000000002100000000507,127417002,"R$ 258,36","R$ 266,67",32,"28,3135 %",TRUCK EIXO IMPORTADORA E DISTRIBUIDORA D,35191051986958000134550010001274171009365649
00000000002100000000507,127417003,"R$ 255,69","R$ 266,66",42,"28,6663 %",TRUCK EIXO IMPORTADORA E DISTRIBUIDORA D,35191051986958000134550010001274171009365649
00000000002100000000507,127419001,"R$ 839,01","R$ 875,00",42,"28,6606 %",JSL S.A.,35191051986958000134550010001274191009197589
00000000002100000000507,127424001,"R$ 510,14","R$ 520,50",19,"30,5586 %",EMBRAC EMPRESA BRASILEIRA DE CARGAS LTDA,35191051986958000134550010001274241002349642
00000000002100000000507,26836001,"R$ 1.110,68","R$ 1.134,77",21,"29,3680 %",BORDIN COMERCIO E SERVICOS LTDA,35191051986958000487550030000268361007860112
00000000002100000000507,26836002,"R$ 1.099,39","R$ 1.134,77",32,"28,3302 %",BORDIN COMERCIO E SERVICOS LTDA,35191051986958000487550030000268361007860112
00000000002100000000507,26836003,"R$ 1.088,10","R$ 1.134,77",42,"28,6572 %",BORDIN COMERCIO E SERVICOS LTDA,35191051986958000487550030000268361007860112
00000000002100000000507,26836004,"R$ 1.076,81","R$ 1.134,77",52,"28,9261 %",BORDIN COMERCIO E SERVICOS LTDA,35191051986958000487550030000268361007860112
00000000002100000000507,26836005,"R$ 1.065,51","R$ 1.134,77",61,"29,7144 %",BORDIN COMERCIO E SERVICOS LTDA,35191051986958000487550030000268361007860112
00000000002100000000507,26836006,"R$ 1.042,91","R$ 1.134,75",82,"29,6111 %",BORDIN COMERCIO E SERVICOS LTDA,35191051986958000487550030000268361007860112
